O*NET-SOC Code	Alternate Title	Short Title	Source(s)
51-9199.00	Lacquer Maker	n/a	04,06
51-9199.00	Lacquer Pin Press Operator	n/a	08
51-9199.00	Ladle Watcher	n/a	04,06
51-9199.00	Lag Screwer	n/a	08
51-9199.00	Lagging Machine Operator	n/a	04,06
51-9199.00	Laminated Plastics Assembler and Gluer	n/a	08
51-9199.00	Laminating Machine Operator	n/a	04,06
51-9199.00	Lamination Spinner	n/a	04,06
51-9199.00	Laminator	n/a	04,08
51-9199.00	Lamp Shade Assembler	n/a	08
51-9199.00	Lampman	n/a	06
51-9199.00	Lapper	n/a	04
51-9199.00	Lard Renderer	n/a	04,06
51-9199.00	Last Ironer	n/a	08
51-9199.00	Last Marker	n/a	08
51-9199.00	Last Pattern Grader	n/a	08
51-9199.00	Laster	n/a	08
51-9199.00	Lastex Operator	n/a	04,06
51-9199.00	Latex Caster	n/a	04,06
51-9199.00	Latex Ribbon Machine Operator	n/a	04,06
51-9199.00	Latex Spooler	n/a	04,06,08
51-9199.00	Lath Tier	n/a	04,06
51-9199.00	Laundry Bag Punch Operator	n/a	08
51-9199.00	Layboy Operator	n/a	04,06
51-9199.00	Layboy Tender	n/a	04,06,08
51-9199.00	Layer	n/a	04,06
51-9199.00	Layer Up	n/a	04,06
51-9199.00	Layout Worker	n/a	04
51-9199.00	Lead Oxide Mill Tender	n/a	08
51-9199.00	Lead Setter	n/a	04,06
51-9199.00	Lead Sprinkler	n/a	04,06
51-9199.00	Leader Tier	n/a	08
51-9199.00	Leaf Tier	n/a	04,06
51-9199.00	Leak Hunter	n/a	08
51-9199.00	Lease Picker	n/a	08
51-9199.00	Leasing Machine Tender	n/a	08
51-9199.00	Leather Belt Maker	n/a	08
51-9199.00	Leather Coater	n/a	04,06
51-9199.00	Leather Currier	n/a	04,06
51-9199.00	Leather Dresser	n/a	04,06
51-9199.00	Leather Drier	n/a	04,06
51-9199.00	Leather Etcher	n/a	08
51-9199.00	Leather Finisher	n/a	04,06
51-9199.00	Leather Flesher	n/a	04,06
51-9199.00	Leather Goods Assembler	n/a	08
51-9199.00	Leather Grainer	n/a	04,06
51-9199.00	Leather Scraper	n/a	04,06
51-9199.00	Leather Scrubber	n/a	04,06
51-9199.00	Leather Seasoner	n/a	04,06
51-9199.00	Leather Shaver	n/a	04,06
51-9199.00	Leather Skinner	n/a	04,06
51-9199.00	Leather Splitter	n/a	04,06
51-9199.00	Leather Sponger	n/a	04,06
51-9199.00	Leather Sprayer	n/a	04,06,08
51-9199.00	Leather Staker	n/a	04,06
51-9199.00	Leather Stretcher	n/a	04,06
51-9199.00	Leather Tacker	n/a	04,06
51-9199.00	Leather Toggler	n/a	04,06
51-9199.00	Leather Tooler	n/a	04,06,08
51-9199.00	Leather Whitener	n/a	04,06
51-9199.00	Leather Worker	n/a	08
51-9199.00	Legend Maker	n/a	08
51-9199.00	Lens Blocker	n/a	04,06
51-9199.00	Lens Inserter	n/a	08
51-9199.00	Lens Marker	n/a	04,06
51-9199.00	Level Glass Forming Machine Operator	n/a	08
51-9199.00	Level Vial Sealer	n/a	04,06
51-9199.00	Level Vial Setter	n/a	08
51-9199.00	Leveler	n/a	08
51-9199.00	Lime Kiln Worker	n/a	04,06
51-9199.00	Line Service Person	n/a	04,06
51-9199.00	Lineman	n/a	04
51-9199.00	Liner	n/a	08
51-9199.00	Liner Inserter	n/a	04,06
51-9199.00	Liner Reroll Tender	n/a	08
51-9199.00	Lining Cementer	n/a	08
51-9199.00	Lining Inserter	n/a	08
51-9199.00	Lining Machine Operator	n/a	04,06
51-9199.00	Linker	n/a	08
51-9199.00	Linoleum Printer	n/a	04,06
51-9199.00	Linseed Oil Press Tender	n/a	04,06
51-9199.00	Linseed Oil Refiner	n/a	08
51-9199.00	Lip Cutter and Scorer	n/a	08
51-9199.00	Liquid Center Assembler	n/a	08
51-9199.00	Litharge Mill Operator	n/a	04,06
51-9199.00	Lithopone Charger	n/a	04,06
51-9199.00	Lithopone Mill Worker	n/a	04,06
51-9199.00	Loading Machine Adjuster	n/a	08
51-9199.00	Loading Unit Tool Setter	n/a	08
51-9199.00	Lock Assembler	n/a	08
51-9199.00	Lock Installer	n/a	08
51-9199.00	Log Buncher	n/a	04,06
51-9199.00	Log Chain Worker	n/a	04,06
51-9199.00	Log Haul Operator	n/a	04,06
51-9199.00	Log Washer	n/a	04,06
51-9199.00	Looper	n/a	04,06,08
51-9199.00	Luggage Liner	n/a	04,06
51-9199.00	Lumber Bearer	n/a	04,06
51-9199.00	Lumber Loader	n/a	04,06
51-9199.00	Lumber Straightener	n/a	04,06
51-9199.00	Lumberman	n/a	04,06
51-9199.00	Lumite Injector	n/a	08
51-9199.00	Lumper	n/a	04,06
51-9199.00	Lumpia Wrapper Maker	n/a	08
51-9199.00	Lute Packer or Applier	n/a	04
51-9199.00	Luterman	n/a	04,06
51-9199.00	Macaroni Press Operator	n/a	04,06
51-9199.00	Machine Assembler for Puller-Over	n/a	08
51-9199.00	Machine Attendant	n/a	04,06
51-9199.00	Machine Bender	n/a	08
51-9199.00	Machine Binding Folder	n/a	08
51-9199.00	Machine Brusher	n/a	08
51-9199.00	Machine Captain	n/a	04,06
51-9199.00	Machine Castings Plasterer	n/a	08
51-9199.00	Machine Cell Tuber	n/a	04,06,08
51-9199.00	Machine Chain Maker	n/a	08
51-9199.00	Machine Coremaker	n/a	04,06
51-9199.00	Machine Deicer-Element Winder	n/a	08
51-9199.00	Machine Driller	n/a	08
51-9199.00	Machine Fastener	n/a	08
51-9199.00	Machine Folder	n/a	08
51-9199.00	Machine Former	n/a	04,06
51-9199.00	Machine Guide Base Winder	n/a	08
51-9199.00	Machine Hand	n/a	04,06
51-9199.00	Machine Heddle Cleaner	n/a	08
51-9199.00	Machine Heel Builder	n/a	08
51-9199.00	Machine Heel-Seat Laster	n/a	08
51-9199.00	Machine Inker	n/a	08
51-9199.00	Machine Marker	n/a	08
51-9199.00	Machine Operator	n/a	04
51-9199.00	Machine Pan Greaser	n/a	08
51-9199.00	Machine Pie Maker	n/a	08
51-9199.00	Machine Plate Stacker	n/a	08
51-9199.00	Machine Presser	n/a	04,06
51-9199.00	Machine Printer	n/a	04,06
51-9199.00	Machine Puller	n/a	08
51-9199.00	Machine Puller and Laster	n/a	08
51-9199.00	Machine Puller Over	n/a	08
51-9199.00	Machine Setter	n/a	08
51-9199.00	Machine Sign Writer	n/a	08
51-9199.00	Machine Sizer	n/a	08
51-9199.00	Machine Sneller	n/a	04,06,08
51-9199.00	Machine Sole Leveler	n/a	08
51-9199.00	Machine Sorter	n/a	08
51-9199.00	Machine Spreader	n/a	08
51-9199.00	Machine Staker	n/a	04,06,08
51-9199.00	Machine Stamper	n/a	08
51-9199.00	Machine Stapler	n/a	08
51-9199.00	Machine Stone Polisher Apprentice	n/a	08
51-9199.00	Machine Strap Buckler	n/a	08
51-9199.00	Machine Sweeper Brush Maker	n/a	04,06
51-9199.00	Machine Tack Puller	n/a	08
51-9199.00	Machine Taper	n/a	08
51-9199.00	Machine Umbrella Tipper	n/a	08
51-9199.00	Machine Veneer Repairer	n/a	08
51-9199.00	Machine Wedger	n/a	08
51-9199.00	Machine Welt Butter	n/a	08
51-9199.00	Magazine Worker	n/a	04,06
51-9199.00	Magnet Maker	n/a	04,06
51-9199.00	Magnet Placer	n/a	04,06
51-9199.00	Magnetic Tape Winder	n/a	08
51-9199.00	Magnetizer	n/a	04,06
51-9199.00	Mainspring Winder and Oiler	n/a	08
51-9199.00	Make Up Girl	n/a	06
51-9199.00	Make Up Man	n/a	06
51-9199.00	Make Up Worker	n/a	04
51-9199.00	Make-Up Operator	n/a	08
51-9199.00	Making Department Preparer	n/a	08
51-9199.00	Making Machine Operator	n/a	04,06
51-9199.00	Making-Line Worker	n/a	08
51-9199.00	Manganese Breaker	n/a	04,06
51-9199.00	Mangle Tender	n/a	08
51-9199.00	Mannequin Maker	n/a	04
51-9199.00	Mannequin Mounter	n/a	04,06,08
51-9199.00	Mannequin Sander and Finisher	n/a	08
51-9199.00	Mannequin Wig Maker	n/a	08
51-9199.00	Manual Plate Filler	n/a	04,06
51-9199.00	Manual Winder	n/a	08
51-9199.00	Manufacturing Assembler	n/a	09
51-9199.00	Manufacturing Assistant	n/a	09
51-9199.00	Manufacturing Associate	n/a	09
51-9199.00	Manufacturing Technician	n/a	09
51-9199.00	Map and Chart Mounter	n/a	08
51-9199.00	Mark-Up Designer	n/a	08
51-9199.00	Marker	n/a	04,08
51-9199.00	Marker Machine Attendant	n/a	08
51-9199.00	Marking Devices Assembler	n/a	08
51-9199.00	Marking Machine Operator	n/a	04,06
51-9199.00	Marking Machine Tender	n/a	08
51-9199.00	Marking Stitcher	n/a	08
51-9199.00	Mash Filter Cloth Changer	n/a	04,06
51-9199.00	Masker	n/a	04,06,08
51-9199.00	Masticator	n/a	04,06
51-9199.00	Mat Linker	n/a	04,06
51-9199.00	Mat Machine Operator	n/a	08
51-9199.00	Mat Machine Tender	n/a	04,06
51-9199.00	Mat Puncher	n/a	08
51-9199.00	Mat Sewer	n/a	08
51-9199.00	Mat-Making Machine Tender	n/a	08
51-9199.00	Match Maker	n/a	04,06
51-9199.00	Match Up Person	n/a	04,06
51-9199.00	Matchbook Assembler	n/a	08
51-9199.00	Matcher	n/a	04,06
51-9199.00	Mater	n/a	04,06
51-9199.00	Material Assembler	n/a	08
51-9199.00	Material Chaser	n/a	04
51-9199.00	Material Preparation Worker	n/a	08
51-9199.00	Material Reclaimer	n/a	04,06
51-9199.00	Matrix Worker	n/a	08
51-9199.00	Mattress Filling Machine Tender	n/a	08
51-9199.00	Mattress Maker	n/a	08
51-9199.00	Mattress Spring Encaser	n/a	08
51-9199.00	Mattress Stripper	n/a	04,06
51-9199.00	Maturity Checker	n/a	08
51-9199.00	Measuring Machine Operator	n/a	08
51-9199.00	Meat Carrier	n/a	04,06
51-9199.00	Meat Hanger	n/a	04,06
51-9199.00	Meat Lugger	n/a	04,06
51-9199.00	Meat Passer	n/a	04,06
51-9199.00	Meat Puller	n/a	04,06
51-9199.00	Meat Pumper	n/a	04,06
51-9199.00	Meat Soaker	n/a	04,06
51-9199.00	Meat Stringer	n/a	04,06
51-9199.00	Meat Washer	n/a	04,06
51-9199.00	Mechanical Oxidizer	n/a	04,06,08
51-9199.00	Mechanism Assembler	n/a	08
51-9199.00	Mellowing Machine Operator	n/a	08
51-9199.00	Melt-House Drag Operator	n/a	08
51-9199.00	Metal Bed Assembler	n/a	08
51-9199.00	Metal Bonding Assembler	n/a	08
51-9199.00	Metal Casket Assembler	n/a	08
51-9199.00	Metal Flooring Installer	n/a	08
51-9199.00	Metal Furniture Assembler	n/a	08
51-9199.00	Metal Furniture Glazier	n/a	08
51-9199.00	Metal Furniture Panel Coverer	n/a	08
51-9199.00	Metal Hanger	n/a	08
51-9199.00	Metal or Plastic Machine Forming Operator	n/a	04,06
51-9199.00	Mexican Food Machine Tender	n/a	08
51-9199.00	Mica Builder	n/a	04,06
51-9199.00	Mica Layer	n/a	04,06
51-9199.00	Mica Machine Operator	n/a	04,06
51-9199.00	Mica Spreader	n/a	04,06
51-9199.00	Mica Washer Gluer	n/a	08
51-9199.00	Middle Card Tender	n/a	08
51-9199.00	Mill Feeder	n/a	04,06
51-9199.00	Mill Hand	n/a	06
51-9199.00	Mill Operator	n/a	04,06
51-9199.00	Mill Roll Rewinder	n/a	08
51-9199.00	Mill Stenciler	n/a	08
51-9199.00	Mill Tender	n/a	04,06
51-9199.00	Mill Tender Second Operator	n/a	08
51-9199.00	Mill Work	n/a	06
51-9199.00	Mill Worker	n/a	06
51-9199.00	Milled Rubber Tender	n/a	04,06
51-9199.00	Miniature Set Constructor	n/a	08
51-9199.00	Mirror Specialist	n/a	08
51-9199.00	Miter Grinder Operator	n/a	08
51-9199.00	Mixer	n/a	08
51-9199.00	Mixer Slagman	n/a	04,06
51-9199.00	Mixing Machine Operator	n/a	08
51-9199.00	Mock Up Builder	n/a	08
51-9199.00	Model and Mold Maker	n/a	08
51-9199.00	Model Maker	n/a	08
51-9199.00	Moisture Conditioner Operator	n/a	04,06
51-9199.00	Moisture Machine Tender	n/a	04,06
51-9199.00	Mold Breaker	n/a	04,06
51-9199.00	Mold Dumper	n/a	04,06
51-9199.00	Mold Holder	n/a	04,06
51-9199.00	Mold Laminator	n/a	08
51-9199.00	Mold Parter	n/a	04,06
51-9199.00	Mold Presser	n/a	04,06
51-9199.00	Mold Runner	n/a	04,06
51-9199.00	Mold Sander	n/a	04,06
51-9199.00	Mold Setter	n/a	08
51-9199.00	Mold Sprayer	n/a	04,06
51-9199.00	Mold Stamper	n/a	08
51-9199.00	Mold Stripper	n/a	08
51-9199.00	Mold Swabber	n/a	04,06
51-9199.00	Mold Unloader	n/a	04,06
51-9199.00	Mold Yard Worker	n/a	04,06
51-9199.00	Molded Candles Wicker	n/a	08
51-9199.00	Molded Frames Assembler	n/a	08
51-9199.00	Molded Goods Controls Operator	n/a	08
51-9199.00	Molded Goods Embossing Press Operator	n/a	08
51-9199.00	Molding Machine Operator	n/a	08
51-9199.00	Monogram and Letter Paster	n/a	08
51-9199.00	Monogram Technician	n/a	09
51-9199.00	Mop Handle Assembler	n/a	08
51-9199.00	Mop Machine Operator	n/a	04,06
51-9199.00	Mop Maker	n/a	04,06,08
51-9199.00	Motor Builder Winder	n/a	04,06
51-9199.00	Motor Polarizer	n/a	04,06
51-9199.00	Motor Vehicle Assembler	n/a	08
51-9199.00	Motorcycle Assembler	n/a	08
51-9199.00	Motorcycle Builder	n/a	09
51-9199.00	Motorcycle Subassembler	n/a	08
51-9199.00	Mount Loader	n/a	04,06
51-9199.00	Mounter	n/a	04
51-9199.00	Mouthpiece Maker	n/a	08
51-9199.00	Movable Bulkhead Installer	n/a	08
51-9199.00	Movement Assembler	n/a	08
51-9199.00	Mud Boss	n/a	04,06,08
51-9199.00	Mud Car Worker	n/a	04,06
51-9199.00	Mud Worker	n/a	04,06
51-9199.00	Multifocal Lens Assembler	n/a	08
51-9199.00	Musical Instruments Assembler	n/a	08
51-9199.00	Musical String Maker	n/a	08
51-9199.00	MVA Reactor Operator (Monovinylacetylene Reactor Operator)	MVA Reactor Operator	08
51-9199.00	Nailer	n/a	08
51-9199.00	Napper Tender	n/a	08
51-9199.00	Narrow Fabric Calenderer	n/a	08
51-9199.00	Neck Cutter	n/a	04,06
51-9199.00	Neck Skewer	n/a	04,06
51-9199.00	Needle Bar Molder	n/a	08
51-9199.00	Needle Control Cheniller	n/a	08
51-9199.00	Needle Loom Tender	n/a	08
51-9199.00	Needle Punch Machine Operator	n/a	08
51-9199.00	Neon Tube Pumper	n/a	08
51-9199.00	Net Maker	n/a	08
51-9199.00	Neutralizer	n/a	04,06
51-9199.00	Nib Finisher	n/a	04,06
51-9199.00	Nitrator Operator	n/a	08
51-9199.00	Nitrocellulose Operator	n/a	08
51-9199.00	Noodle Maker	n/a	08
51-9199.00	Novelty Worker	n/a	04,06
51-9199.00	Nozzle Tender	n/a	08
51-9199.00	Numberer and Wirer	n/a	08
51-9199.00	Nut Cracker	n/a	04,06
51-9199.00	Nut Feeder	n/a	04,06
51-9199.00	Nut Grinder	n/a	08
51-9199.00	Nylon Hot Wire Cutter	n/a	08
51-9199.00	Nylon Machine Operator	n/a	04,06
51-9199.00	Nylon Operator	n/a	04,06
51-9199.00	Octave Board Racker	n/a	08
51-9199.00	Oil Dipper	n/a	08
51-9199.00	Oil Expeller Operator	n/a	04,06
51-9199.00	Oil Extractor	n/a	04,06
51-9199.00	Oil Pipe Inspector Helper	n/a	08
51-9199.00	Oil Seal Assembler	n/a	08
51-9199.00	Oil Treater	n/a	04,06
51-9199.00	Oiler	n/a	08
51-9199.00	Oiling Machine Operator	n/a	04,06
51-9199.00	Olive Pitter	n/a	04,06
51-9199.00	Open Hearth Laborer	n/a	04,06
51-9199.00	Opener	n/a	04
51-9199.00	Opener Tender	n/a	08
51-9199.00	Optical Goods Worker	n/a	04,06
51-9199.00	Ordering Machine Operator	n/a	04,06
51-9199.00	Ordnance Truck Installation Mechanic	n/a	08
51-9199.00	Ore Feeder	n/a	04
51-9199.00	Ore Fielder	n/a	04,06
51-9199.00	Oreman	n/a	04,06
51-9199.00	Ornament Setter	n/a	08
51-9199.00	Outside Upholsterer	n/a	08
51-9199.00	Outsoles Channel Opener	n/a	08
51-9199.00	Oven Dauber	n/a	04,06
51-9199.00	Oven Laborer	n/a	04,06
51-9199.00	Overcoiler	n/a	08
51-9199.00	Overlay Plastician	n/a	08
51-9199.00	Pack Room Operator	n/a	08
51-9199.00	Packaging Technician	n/a	08
51-9199.00	Pad Machine Operator	n/a	04,06
51-9199.00	Pad Maker	n/a	08
51-9199.00	Padded Products Finisher	n/a	08
51-9199.00	Padding Gluer	n/a	08
51-9199.00	Padding Machine Operator	n/a	04,06
51-9199.00	Pager	n/a	08
51-9199.00	Pail Bailer	n/a	08
51-9199.00	Paint Brush Maker	n/a	08
51-9199.00	Paint Roller Assembler	n/a	08
51-9199.00	Paint Roller Cover Machine Setter	n/a	08
51-9199.00	Paint Roller Covermaker	n/a	08
51-9199.00	Pairer	n/a	04,06
51-9199.00	Pallet Assembler	n/a	08
51-9199.00	Pan Greaser	n/a	04,06
51-9199.00	Panel Cutter	n/a	08
51-9199.00	Panel Edge Sealer	n/a	08
51-9199.00	Panel Laminator	n/a	08
51-9199.00	Panel Lay-Up Worker	n/a	08
51-9199.00	Panel Maker	n/a	08
51-9199.00	Paper Bundler	n/a	04,06
51-9199.00	Paper Core Machine Operator	n/a	08
51-9199.00	Paper Finisher	n/a	04,06
51-9199.00	Paper Inserter	n/a	04,06
51-9199.00	Paper Machine Back Tender	n/a	08
51-9199.00	Paper Novelty Maker	n/a	08
51-9199.00	Paper Reel Operator	n/a	08
51-9199.00	Paper Sorter	n/a	04,06
51-9199.00	Paper Stripper	n/a	04,06
51-9199.00	Paperboard Box Maker	n/a	08
51-9199.00	Paperer	n/a	04,06
51-9199.00	Paperhanger	n/a	04,06,08
51-9199.00	Papier Mache Molder	n/a	08
51-9199.00	Parachute Folder	n/a	08
51-9199.00	Parachute Marker	n/a	04,06
51-9199.00	Parachute Packer	n/a	04,06
51-9199.00	Parachute Rigger	n/a	04,06,08
51-9199.00	Part Maker	n/a	08
51-9199.00	Partition Assembler	n/a	08
51-9199.00	Partition Assembly Machine Operator	n/a	04,06
51-9199.00	Pass Worker	n/a	04
51-9199.00	Passer	n/a	04,06
51-9199.00	Pasta Press Operator	n/a	04
51-9199.00	Patch Worker	n/a	08
51-9199.00	Patcher	n/a	04,08
51-9199.00	Pattern Carrier	n/a	04,06
51-9199.00	Pattern Duplicator	n/a	08
51-9199.00	Pattern Gater	n/a	08
51-9199.00	Pattern Hand	n/a	08
51-9199.00	Pattern Marker	n/a	08
51-9199.00	Pattern Ruler	n/a	04,06
51-9199.00	Pattern Worker	n/a	04
51-9199.00	Patternmaker	n/a	08
51-9199.00	Peanut Salter	n/a	04,06
51-9199.00	Peat Shredder Tender	n/a	08
51-9199.00	Peg Driver	n/a	04,06
51-9199.00	Pegger	n/a	08
51-9199.00	Pelter	n/a	08
51-9199.00	Pens and Pencils Dipper	n/a	04,06
51-9199.00	Perforating Machine Operator	n/a	08
51-9199.00	Perforator	n/a	08
51-9199.00	Petroleum Refinery Laborer	n/a	04,06
51-9199.00	Petroleum Refinery Worker	n/a	09
51-9199.00	Pharmaceutical Operator	n/a	08
51-9199.00	Phosphoric Acid Operator	n/a	08
51-9199.00	Photograph Finisher	n/a	08
51-9199.00	Photographer Helper	n/a	08
51-9199.00	Photoresist Contact Printer	n/a	08
51-9199.00	Piano Assembler	n/a	08
51-9199.00	Piano Case and Bench Assembler	n/a	08
51-9199.00	Piano Stringer	n/a	08
51-9199.00	Pick Remover	n/a	04,06
51-9199.00	Pick-Pulling Machine Operator	n/a	08
51-9199.00	Picker	n/a	04
51-9199.00	Picker Machine Operator	n/a	08
51-9199.00	Picker Tender	n/a	08
51-9199.00	Picking Machine Operator	n/a	08
51-9199.00	Picking Table Worker	n/a	04,06
51-9199.00	Pickle Pumper	n/a	08
51-9199.00	Pickler	n/a	04,06,08
51-9199.00	Picture Framer	n/a	08
51-9199.00	Piece Worker	n/a	04,06
51-9199.00	Pier Worker	n/a	04
51-9199.00	Pierman	n/a	04,06
51-9199.00	Pig Handler	n/a	04,06
51-9199.00	Pigment Processor	n/a	04,06
51-9199.00	Pigs Feet Finisher	n/a	04,06
51-9199.00	Pill Machine Operator	n/a	04,06
51-9199.00	Pill Maker	n/a	04,06
51-9199.00	Pillow Cleaner	n/a	04,06
51-9199.00	Pillowcase Turner	n/a	08
51-9199.00	Pilot Control Operator	n/a	08
51-9199.00	Pin or Clip Fastener	n/a	08
51-9199.00	Pin Sticker	n/a	04,06
51-9199.00	Pin Worker	n/a	04
51-9199.00	Ping Pong Table Assembler	n/a	08
51-9199.00	Pinner	n/a	04,06
51-9199.00	Pipe Chipper	n/a	04,06
51-9199.00	Pipe Cleaner	n/a	04,06
51-9199.00	Pipe Finisher	n/a	08
51-9199.00	Pipe Maker	n/a	04,06
51-9199.00	Pipe Roller	n/a	04,06
51-9199.00	Pipe Setter	n/a	04,06
51-9199.00	Pipe Smoker Machine Operator	n/a	04,06
51-9199.00	Pipe Stem Aligner	n/a	08
51-9199.00	Pipe Stripper	n/a	04,06
51-9199.00	Pipe Turner	n/a	04,06
51-9199.00	Pit Hand	n/a	04,06
51-9199.00	Pit Laborer	n/a	04,06
51-9199.00	Pit Slagman	n/a	04,06
51-9199.00	Pitch Filler	n/a	08
51-9199.00	Pitman	n/a	04,06
51-9199.00	Placer	n/a	04,06
51-9199.00	Plaster Form Maker	n/a	08
51-9199.00	Plaster Model and Mold Maker	n/a	08
51-9199.00	Plaster Patternmaker	n/a	08
51-9199.00	Plasterer	n/a	08
51-9199.00	Plastic Boat Patcher	n/a	08
51-9199.00	Plastic Hospital Products Assembler	n/a	08
51-9199.00	Plastic Roller	n/a	08
51-9199.00	Plastic Top Assembler	n/a	08
51-9199.00	Plastics Fabricator	n/a	08
51-9199.00	Plastics Heat Welder	n/a	08
51-9199.00	Plastics Worker	n/a	08
51-9199.00	Plate Stacker	n/a	04
51-9199.00	Plate Stacker Hand	n/a	04,06
51-9199.00	Platen Builder-Up	n/a	08
51-9199.00	Pleater	n/a	08
51-9199.00	Pleating Machine Operator	n/a	08
51-9199.00	Plugger	n/a	08
51-9199.00	Plugging Machine Operator	n/a	04,06
51-9199.00	Plumbing Hardware Assembler	n/a	08
51-9199.00	Ply Splicer	n/a	04,06
51-9199.00	Pneumatic Jacketer	n/a	08
51-9199.00	Pocketed Spring Assembler	n/a	08
51-9199.00	Pointer	n/a	04,06
51-9199.00	Pole Framer	n/a	08
51-9199.00	Poler	n/a	04,06
51-9199.00	Polishing Pad Mounter	n/a	08
51-9199.00	Polymerization Kettle Operator	n/a	08
51-9199.00	Polysilicon Preparation Worker	n/a	08
51-9199.00	Pot Builder	n/a	08
51-9199.00	Pot Pusher	n/a	04,06
51-9199.00	Poultice Machine Operator	n/a	04,06
51-9199.00	Poultry Cleaner	n/a	04,06
51-9199.00	Poultry Hanger	n/a	04,06
51-9199.00	Poultry Picker	n/a	04,06
51-9199.00	Poultry Picking Machine Tender	n/a	04,06
51-9199.00	Poultry Pinner	n/a	04,06
51-9199.00	Pouncing Lathe Operator	n/a	08
51-9199.00	Pounder	n/a	08
51-9199.00	Powderer	n/a	04,06
51-9199.00	Power Driven Brush Maker	n/a	08
51-9199.00	Power Machine Operator	n/a	04,06
51-9199.00	Preassembler and Inspector	n/a	08
51-9199.00	Preform Plate Maker	n/a	08
51-9199.00	Preforms Laminator	n/a	08
51-9199.00	Preparer	n/a	08
51-9199.00	Prepleater	n/a	08
51-9199.00	Pressed or Blown Glass Worker	n/a	08
51-9199.00	Presser	n/a	08
51-9199.00	Prestressed Concrete Laborer	n/a	04,06
51-9199.00	Pretzel Twister	n/a	04,06,08
51-9199.00	Primer Assembler	n/a	08
51-9199.00	Primer Charger	n/a	08
51-9199.00	Primer Inserting Machine Adjuster	n/a	08
51-9199.00	Primer Inserting Machine Operator	n/a	08
51-9199.00	Priming Powder Premix Blender	n/a	08
51-9199.00	Print Controller	n/a	04,06,08
51-9199.00	Print Washer	n/a	08
51-9199.00	Printed Circuit Board Photoresist Laminator	n/a	08
51-9199.00	Printed Circuit Board Preassembler	n/a	08
51-9199.00	Printed Circuit Layout Taper	n/a	08
51-9199.00	Printed Products Assembler	n/a	08
51-9199.00	Printing Screen Assembler	n/a	08
51-9199.00	Process Machine Operator	n/a	04,06
51-9199.00	Process Operator	n/a	04,06
51-9199.00	Processor	n/a	04
51-9199.00	Product Assembler	n/a	08
51-9199.00	Production Assembler	n/a	08
51-9199.00	Production Bow Maker	n/a	08
51-9199.00	Production Hand	n/a	04,06
51-9199.00	Production Leader	n/a	04,06
51-9199.00	Production Line	n/a	04,06
51-9199.00	Production Line Assembler	n/a	08
51-9199.00	Production Line Operator	n/a	09
51-9199.00	Production Line Worker	n/a	04,06
51-9199.00	Production Planner	n/a	04
51-9199.00	Production Worker	n/a	04,06
51-9199.00	Programming Equipment Operator	n/a	08
51-9199.00	Propellant Charge Zone Assembler	n/a	08
51-9199.00	Protector Plate Attacher	n/a	08
51-9199.00	Puffer	n/a	04,06
51-9199.00	Pull-Out Operator	n/a	08
51-9199.00	Pulp Maker	n/a	04,06
51-9199.00	Pulp Mill Operator	n/a	04,06
51-9199.00	Pulp Operator	n/a	04,06
51-9199.00	Punch Hand	n/a	04,06
51-9199.00	Punch Machine Hand	n/a	04,06
51-9199.00	Punch Machine Operator	n/a	04,06
51-9199.00	Punch-Press Operator	n/a	08
51-9199.00	Punchboard Assembler	n/a	08
51-9199.00	Puncher	n/a	04,06,08
51-9199.00	Puppet Maker	n/a	04,06
51-9199.00	Pure Pak Machine Operator	n/a	04
51-9199.00	Push Connector Assembler	n/a	08
51-9199.00	Pusher	n/a	04,06
51-9199.00	Put-in-Beat Adjuster	n/a	08
51-9199.00	Putty Glazer	n/a	08
51-9199.00	Putty Tinter Maker	n/a	04,06
51-9199.00	Puzzle Assembler	n/a	08
51-9199.00	Quilt Stuffer	n/a	08
51-9199.00	Quilting Machine Operator	n/a	08
51-9199.00	Rack Maker	n/a	04,06
51-9199.00	Rack Production Worker	n/a	04
51-9199.00	Rack Puller	n/a	04,06
51-9199.00	Rack Pusher	n/a	04,06
51-9199.00	Rack Worker	n/a	04
51-9199.00	Racker	n/a	04
51-9199.00	Racket Stringer	n/a	08
51-9199.00	Rackman	n/a	04,06
51-9199.00	Radio Interference Investigator	n/a	08
51-9199.00	Rag Boiler	n/a	04,06
51-9199.00	Rag Collector	n/a	04,06
