O*NET-SOC Code	Reported Job Title	Shown in My Next Move
49-3023.02	Automobile Mechanic (Auto Mechanic)	Y
49-3023.02	Automobile Technician	N
49-3023.02	Automotive Technician (Auto Technician)	Y
49-3023.02	Drivability Technician	N
49-3023.02	Heavy Line Technician	N
49-3023.02	Lube Technician	Y
49-3023.02	Oil Bay Technician	N
49-3023.02	Quick Service Technician	N
49-3023.02	Service Technician	Y
49-3031.00	Bus Mechanic	Y
49-3031.00	Diesel Mechanic	Y
49-3031.00	Diesel Technician	Y
49-3031.00	Fleet Mechanic	N
49-3031.00	General Repair Mechanic	N
49-3031.00	Mechanic	Y
49-3031.00	Service Technician	N
49-3031.00	Trailer Mechanic	N
49-3031.00	Transit Mechanic	N
49-3031.00	Truck Mechanic	N
49-3041.00	Agricultural Mechanic	N
49-3041.00	Agricultural Technician	Y
49-3041.00	Farm Equipment Mechanic	N
49-3041.00	Harvester Mechanic	N
49-3041.00	Mechanic	Y
49-3041.00	Service Mechanic	N
49-3041.00	Service Technician	Y
49-3041.00	Shop Mechanic	N
49-3041.00	Tractor Mechanic	Y
49-3042.00	Construction Equipment Mechanic	N
49-3042.00	Diesel Mechanic	N
49-3042.00	Equipment Technician	N
49-3042.00	Field Mechanic	Y
49-3042.00	Field Service Technician	Y
49-3042.00	Field Technician	N
49-3042.00	Heavy Equipment Mechanic	Y
49-3042.00	Heavy Equipment Technician	N
49-3042.00	Mechanic	Y
49-3042.00	Mobile Heavy Equipment Mechanic	N
49-3043.00	Air Brake Mechanic	N
49-3043.00	Car Repairman	Y
49-3043.00	Carman	Y
49-3043.00	Rail Car Maintenance Mechanic	N
49-3043.00	Rail Car Mechanic	Y
49-3043.00	Rail Car Painter/Sandblaster	N
49-3043.00	Rail Car Repairer	N
49-3043.00	Rail Car Repairman	N
49-3043.00	Rail Car Welder	Y
49-3043.00	Railroad Car Repairman	N
49-3051.00	Boat Mechanic	N
49-3051.00	Boat Motor Mechanic	N
49-3051.00	Boat Rigger	N
49-3051.00	Marine Mechanic	Y
49-3051.00	Marine Propulsion Technician	N
49-3051.00	Marine Technician	Y
49-3051.00	Mechanic	Y
49-3051.00	Outboard Motor Mechanic	N
49-3051.00	Outboard Technician	N
49-3051.00	Service Technician	Y
49-3052.00	All Terrain Vehicle Technician (ATV Technician)	N
49-3052.00	Custom Bike Builder	N
49-3052.00	Master Motorcycle Technician	N
49-3052.00	Motorcycle Mechanic	Y
49-3052.00	Motorcycle Service Technician	N
49-3052.00	Motorcycle Technician	Y
49-3052.00	Motorsports Technician	N
49-3052.00	Scooter Mechanic	N
49-3052.00	Service Technician	Y
49-3052.00	Shop Foreman	Y
49-3053.00	Golf Cart Mechanic	N
49-3053.00	Lawnmower Repair Mechanic	N
49-3053.00	Mechanic	Y
49-3053.00	Outdoor Power Equipment Service Technician	Y
49-3053.00	Service Technician	Y
49-3053.00	Small Engine Mechanic	Y
49-3053.00	Small Engine Technician	N
49-3091.00	Bicycle Mechanic	Y
49-3091.00	Bicycle Repairman	Y
49-3091.00	Bicycle Service Technician	Y
49-3091.00	Bike Mechanic	Y
49-3092.00	Hitch Technician	N
49-3092.00	Master Certified RV Technician (Master Certified Recreational Vehicle Technician)	Y
49-3092.00	Mobile Service RV Technician (Mobile Service Recreational Vehicle Technician)	N
49-3092.00	RV Body Mechanic (Recreational Vehicle Body Mechanic)	N
49-3092.00	RV Parts and Service Director (Recreational Vehicle Parts and Service Director)	N
49-3092.00	RV Repair Technician (Recreational Vehicle Repair Technician)	Y
49-3092.00	RV Service Technician (Recreational Vehicle Service Technician)	Y
49-3092.00	RV Technician (Recreational Vehicle Technician)	Y
49-3092.00	RVDA Master Certified RV Technician (Recreational Vehicle Dealer Association Master Certified Recreational Vehicle Technician)	N
49-3092.00	Service Technician	N
49-3093.00	Alignment Technician	N
49-3093.00	Lube Technician	N
49-3093.00	Service Technician	Y
49-3093.00	Tire Buster	N
49-3093.00	Tire Center Supervisor	N
49-3093.00	Tire Changer	Y
49-3093.00	Tire Installer	N
49-3093.00	Tire Repairer	N
49-3093.00	Tire Shop Mechanic	Y
49-3093.00	Tire Technician	Y
49-9011.00	Commercial Door Installer	N
49-9011.00	Commercial Installer	N
49-9011.00	Door Installer	Y
49-9011.00	Door Technician	N
49-9011.00	Garage Door Installer	Y
49-9011.00	Garage Door Technician	N
49-9011.00	Installation Technician	N
49-9011.00	Installer	Y
49-9011.00	Residential Door Installer	N
49-9011.00	Service Technician	Y
49-9012.00	Control Valve Technician	N
49-9012.00	Electric Meter Technician	Y
49-9012.00	Instrument and Controls Technician	N
49-9012.00	Instrument and Electrical Technician (I & E Technician)	N
49-9012.00	Instrument Technician	N
49-9012.00	Instrument, Control and Electrical Technician (ICE Technician)	N
49-9012.00	Maintenance Technician	N
49-9012.00	Measurement Technician	Y
49-9012.00	Meter Technician	Y
49-9012.00	Valve Technician	Y
49-9021.01	A/C Tech (Air Conditioning Technician)	N
49-9021.01	HVAC Installer (Heating, Ventilation, Air Conditioning Installer)	N
49-9021.01	HVAC Mechanic (Heating, Ventilation, Air Conditioning Mechanic)	Y
49-9021.01	HVAC Service Tech (Heating, Ventilation, Air Conditioning Service Technician)	N
49-9021.01	HVAC Service Technician (Heating, Ventilation, Air Conditioning Service Technician)	Y
49-9021.01	HVAC Specialist (Heating, Ventilation, and Air Conditioning Specialist)	N
49-9021.01	HVAC Technician (Heating, Ventilation, Air Conditioning Technician)	Y
49-9021.01	HVAC Technician (Heating, Ventilation, and Air Conditioning Technician)	N
49-9021.01	Service Technician	Y
49-9021.01	Systems Mechanic	N
49-9021.02	Ammonia Refrigeration Technician	N
49-9021.02	Heating, Ventilation, Air Conditioning / Refrigeration Technician (HVAC / R Technician)	Y
49-9021.02	Heating, Ventilation, Air Conditioning Service Technician (HVAC Service Technician)	N
49-9021.02	Heating, Ventilation, Air Conditioning Technician (HVAC Technician)	N
49-9021.02	HVAC/R Service Technician (Heating, Ventilation, and Air Conditioning/Refrigeration Service Technician)	N
49-9021.02	Refrigeration Mechanic	Y
49-9021.02	Refrigeration Operator	N
49-9021.02	Refrigeration Technician	Y
49-9021.02	Service Technician	Y
49-9021.02	Transportation Refrigeration Technician	N
49-9031.00	Appliance Service Technician	N
49-9031.00	Appliance Technician	Y
49-9031.00	Refrigerator Repairman	N
49-9031.00	Repair Technician	Y
49-9031.00	Service Technician	Y
49-9031.00	Vacuum Repairer	Y
49-9031.00	Washer Repairman	N
49-9041.00	Fixer	Y
49-9041.00	Industrial Machinery Mechanic	N
49-9041.00	Industrial Mechanic	N
49-9041.00	Loom Fixer	Y
49-9041.00	Machine Adjuster	N
49-9041.00	Maintenance Mechanic	Y
49-9041.00	Maintenance Technician	Y
49-9041.00	Master Mechanic	N
49-9041.00	Mechanic	N
49-9041.00	Overhauler	N
49-9043.00	Lubricator	N
49-9043.00	Machine Repairer	Y
49-9043.00	Maintainer	Y
49-9043.00	Maintenance Electrician	N
49-9043.00	Maintenance Man	N
49-9043.00	Maintenance Mechanic	Y
49-9043.00	Maintenance Technician	Y
49-9043.00	Maintenance Worker	N
49-9043.00	Oiler	N
49-9043.00	Overhauler	N
49-9044.00	Maintenance Mechanic	Y
49-9044.00	Maintenance Millwright	Y
49-9044.00	Millwright	Y
49-9044.00	Millwright Instructor	Y
49-9044.00	Precision Millwright	N
49-9045.00	Bricker	N
49-9045.00	Cell Reliner	N
49-9045.00	Cupola Repairer	Y
49-9045.00	Furnace Repairer	N
49-9045.00	Hot Repairman	N
49-9045.00	Ladle Liner	Y
49-9045.00	Ladle Repairman	N
49-9045.00	Refractory Bricklayer	Y
49-9045.00	Refractory Technician	Y
49-9045.00	Refractory Worker	N
49-9051.00	A Class Lineman	N
49-9051.00	Apprentice Lineman Third Step	N
49-9051.00	Class A Lineman	Y
49-9051.00	Electric Lineman	N
49-9051.00	Electrical Lineman (Power)	N
49-9051.00	Electrical Lineworker	N
49-9051.00	Journeyman Lineman	Y
49-9051.00	Lineman	Y
49-9051.00	Lineworker	N
49-9051.00	Power Lineman	Y
49-9052.00	Cable Splicer	N
49-9052.00	Cable Technician	N
49-9052.00	Cable Television Technician (CATV Technician)	N
49-9052.00	Combination Technician	Y
49-9052.00	Field Service Technician	N
49-9052.00	Installation and Repair Technician (I & R Technician)	Y
49-9052.00	Installer	N
49-9052.00	Lineman	Y
49-9052.00	Outside Plant Technician	N
49-9052.00	Service Technician	Y
49-9061.00	Camera Repair Technician	Y
49-9061.00	Camera Repairman	Y
49-9061.00	Camera Technician	Y
49-9061.00	Photo Equipment Technician	N
49-9061.00	Photo Technologist	N
49-9061.00	Photographic Equipment Repair Technician	N
49-9061.00	Photographic Equipment Technician	N
49-9061.00	Photographic Technician (Photo Tech)	N
49-9061.00	Repair Technician	Y
49-9061.00	Repairman	N
49-9062.00	Bio Medical Technician	N
49-9062.00	Biomed Tech (Biomedical Technician)	Y
49-9062.00	Biomedical Electronics Technician	Y
49-9062.00	Biomedical Engineering Technician (BMET)	Y
49-9062.00	Biomedical Equipment Technician (BMET)	Y
49-9062.00	Dental Equipment Technician	N
49-9062.00	Electronic Technician	N
49-9062.00	Repair Technician	N
49-9062.00	Service Technician	N
49-9062.00	X-ray Service Engineer	N
49-9063.00	Band Instrument Repair Technician	N
49-9063.00	Banjo Repair Person	Y
49-9063.00	Fretted String Instrument Repairer	N
49-9063.00	Guitar Builder	N
49-9063.00	Guitar Repairer	N
49-9063.00	Luthier	Y
49-9063.00	Mandolin Repair Person	N
49-9063.00	Piano Technician	Y
49-9063.00	Piano Tuner	Y
49-9063.00	Stringed Instrument Repairer	N
49-9064.00	Antique Clock Repairer	Y
49-9064.00	Clock Repair Technician	Y
49-9064.00	Clock Repairer	Y
49-9064.00	Clock Smith	N
49-9064.00	Watch and Clock Repairer	Y
49-9064.00	Watch Repair Person	N
49-9071.00	Building Maintenance Mechanic	N
49-9071.00	Building Mechanic	N
49-9071.00	Equipment Engineering Technician	N
49-9071.00	Facilities Manager	N
49-9071.00	Maintenance Engineer	Y
49-9071.00	Maintenance Man	N
49-9071.00	Maintenance Mechanic	Y
49-9071.00	Maintenance Supervisor	Y
49-9071.00	Maintenance Technician	Y
49-9071.00	Maintenance Worker	N
49-9081.00	Field Service Technician	N
49-9081.00	Lead Technician	N
49-9081.00	Maintenance Technician	N
49-9081.00	Operations, Maintenance and Service Wind Turbine Technician (OMS Wind Turbine Technician)	N
49-9081.00	Senior Wind Turbine Technician	N
49-9081.00	Technician	N
49-9081.00	Wind Farm Support Specialist	Y
49-9081.00	Wind Technician	Y
49-9081.00	Wind Turbine Service Technician	Y
49-9081.00	Wind Turbine Technician	Y
49-9091.00	Cooler Deliverer	N
49-9091.00	Field Service Technician	Y
49-9091.00	Fountain Vending Mechanic	N
49-9091.00	Full Service Vending Driver	N
49-9091.00	Full Service Vendor	N
49-9091.00	Service Technician	Y
49-9091.00	Slot Technician	Y
49-9091.00	Vending Mechanic	N
49-9091.00	Vending Service Technician	N
49-9091.00	Vending Technician	Y
49-9092.00	Commercial Diver	Y
49-9092.00	Dive Superintendent	N
49-9092.00	Dive Supervisor	Y
49-9092.00	Diver	Y
49-9092.00	Diver Tender	Y
49-9092.00	Diving Supervisor	N
49-9092.00	Hard Hat Diver	N
49-9092.00	Non Destructive Testing Under Water Welder (NDT U/W Welder)	N
49-9092.00	Salvage Diver	N
49-9092.00	Tender	N
49-9093.00	Awning Craftsman	N
49-9093.00	Custom Marine Canvas Fabricator	N
49-9093.00	Fabric Worker	N
49-9093.00	Hand-Woven Carpet and Rug Mender	N
49-9093.00	Mender	Y
49-9093.00	Perch Mender	N
49-9093.00	Sail Maker	Y
49-9093.00	Sail Repair Person	Y
49-9093.00	Seamstress	Y
49-9093.00	Tarp Repairer	N
49-9094.00	Certified Master Locksmith (CML)	Y
49-9094.00	Certified Master Safe Technician (CMST)	N
49-9094.00	Certified Master Safecracker (CMS)	N
49-9094.00	Certified Registered Locksmith (CRL)	N
49-9094.00	Forensic Locksmith	N
49-9094.00	Lock Technician	Y
49-9094.00	Locksmith	Y
49-9094.00	Road Service Locksmith	N
49-9094.00	Safe Technician	N
49-9094.00	Service Technician	Y
49-9095.00	Delivery Crew Worker	N
49-9095.00	Master Craftsman	N
49-9095.00	Mobile Home Installer	Y
49-9095.00	Mobile Home Laborer	Y
49-9095.00	Mobile Home Set-Up Person	Y
49-9095.00	Modular Set Crew Member	Y
49-9095.00	Set Up Technician	N
49-9096.00	Gantry Rigger	N
49-9096.00	Hand Rigger	N
49-9096.00	Heavy Lift Rigger	N
49-9096.00	Machinery Erector	N
49-9096.00	Machinery Mover	Y
49-9096.00	Marine Rigger	N
49-9096.00	Rigger	Y
49-9096.00	Rigging Foreman	Y
49-9096.00	Rigging Supervisor	Y
49-9096.00	Ship Rigger	N
49-9097.00	Signal and Communications Maintainer	N
49-9097.00	Signal Inspector	Y
49-9097.00	Signal Maintainer	Y
49-9097.00	Signal Maintenance Technician	N
49-9097.00	Signal Supervisor	N
49-9097.00	Signal System Testing Maintainer	N
49-9097.00	Signal Technician	N
49-9097.00	Signalman	Y
49-9097.00	Train Control Electronic Technician	Y
49-9097.00	Train Control Technician	N
49-9098.00	Building Equipment Operator (BEO)	Y
49-9098.00	Facilities Maintenance Technician	N
49-9098.00	General Maintenance Mechanic	N
49-9098.00	Helper	Y
49-9098.00	Maintenance Helper	N
49-9098.00	Maintenance Mechanic	Y
49-9098.00	Maintenance Technician	Y
49-9098.00	Mechanic Helper	N
49-9098.00	Trades Helper	N
49-9098.00	Well Tender	N
49-9099.01	Control Operator	Y
49-9099.01	Control Room Operator (CRO)	Y
49-9099.01	Instrument and Controls Technician (I & C Technician)	N
49-9099.01	Instrumentation and Electrical Technician (I & E Technician)	N
49-9099.01	Instrumentation, Control, and Electrical Technician (I C & E Technician)	Y
49-9099.01	Maintenance Mechanic	N
49-9099.01	Maintenance Technician	Y
49-9099.01	Mechanical Technician	N
49-9099.01	Operations Technician	N
49-9099.01	Operator Technician	N
51-1011.00	Assembly Supervisor	N
51-1011.00	Department Manager	N
51-1011.00	Manufacturing Supervisor	Y
51-1011.00	Molding Supervisor	N
51-1011.00	Plant Manager	N
51-1011.00	Production Manager	N
51-1011.00	Production Supervisor	Y
51-1011.00	Shift Supervisor	Y
51-1011.00	Supervisor	N
51-1011.00	Team Leader	Y
51-2011.00	A&P Technician (Airframe and Powerplant Technician)	N
51-2011.00	Aircraft Line Assembler	N
51-2011.00	Assembler	Y
51-2011.00	Assembly Riveter	N
51-2011.00	Fabricator	Y
51-2011.00	Helicopter Technician	N
51-2011.00	Sheet Metal Assembler and Riveter (SMAR)	Y
51-2011.00	Sheet Metal Mechanic	N
51-2011.00	Structures Mechanic	N
51-2011.00	Structures Technician	Y
51-2021.00	Armature Winder	Y
51-2021.00	Assembler	Y
51-2021.00	Auto-Winder	N
51-2021.00	Cell Worker	N
51-2021.00	Coil Finisher	Y
51-2021.00	Coil Winder	Y
51-2021.00	Winder Operator	N
51-2022.00	Assembler	Y
51-2022.00	Assembly Worker	N
51-2022.00	Electrical Assembler	Y
51-2022.00	Electronic Assembler, Group Leader	N
51-2022.00	Electronics Assembler	Y
51-2022.00	Factory Assembler	N
51-2022.00	Factory Worker	N
51-2022.00	Manufacturing Assembler	N
51-2022.00	Production Worker	N
51-2022.00	Transformer Assembler	Y
51-2023.00	Assembler	Y
51-2023.00	Assembly Line Worker	N
51-2023.00	Electrical Assembler	N
51-2023.00	Electromechanical Assembler	N
51-2023.00	Electromechanical Equipment Assembler	N
51-2023.00	Electronic Assembler	Y
51-2023.00	Electronic Technician	Y
51-2023.00	Electronics Assembler	N
51-2023.00	Mechanical Assembler	Y
51-2023.00	Wiring Technician	N
51-2031.00	Assembler	Y
51-2031.00	Assembly Line Worker	Y
51-2031.00	Cell Technician	N
51-2031.00	Engine Assembler	Y
51-2031.00	Engine Builder	N
51-2031.00	Field Service Technician	N
51-2031.00	Fitter	N
51-2031.00	Large Engine Assembler	N
51-2031.00	Machine Assembler	Y
51-2031.00	Mechanical Assembler	N
51-2041.00	Fabricator	Y
51-2041.00	Fitter	Y
51-2041.00	Fitter, Welder	Y
51-2041.00	Layout Man	N
51-2041.00	Mill Beam Fitter	N
51-2041.00	Ship Fitter	Y
51-2041.00	Structural Steel Fitter	N
51-2041.00	Tack Welder	N
51-2041.00	Weld Technician	N
51-2041.00	Welder-Fabricator	N
51-2091.00	Boat Builder	N
51-2091.00	Boat Carpenter	N
51-2091.00	Chopper Gun Operator	Y
51-2091.00	Fiberglass Finisher	N
51-2091.00	Fiberglass Laminator	Y
51-2091.00	Fiberglasser	N
51-2091.00	Gel-Coater	N
51-2091.00	Hull Line Crew Member	N
51-2091.00	Laminator	Y
51-2091.00	Roller	Y
51-2092.00	Assembler	Y
51-2092.00	Assembly Associate	N
51-2092.00	Assembly Line Machine Operator	Y
51-2092.00	Assembly Line Worker	Y
51-2092.00	Assembly Operator	Y
51-2092.00	Certified Composites Technician (CCT)	N
51-2092.00	Fabricator	N
51-2092.00	Machine Operator	N
51-2092.00	Operator Technician	N
51-2092.00	Production Associate	N
51-2093.00	Calibration Specialist	Y
51-2093.00	Calibrator	N
51-2093.00	Clockmaker	Y
51-2093.00	Horologist	N
51-2093.00	Time Stamp Assembler	N
51-2093.00	Watch Technician	Y
51-2093.00	Watchmaker	Y
51-3011.00	Baker	Y
51-3011.00	Bakery Clerk	N
51-3011.00	Bakery Manager	Y
51-3011.00	Cake Decorator	N
51-3011.00	Dough Mixer	Y
51-3011.00	Machine Operator	N
51-3011.00	Mixer	Y
51-3011.00	Pastry Chef	N
51-3011.00	Processor	N
51-3011.00	Scaler	N
51-3021.00	Butcher	N
51-3021.00	Journeyman Meat Cutter	N
51-3021.00	Market Manager	N
51-3021.00	Meat Clerk	N
51-3021.00	Meat Cutter	Y
51-3021.00	Meat Department Manager	Y
51-3021.00	Meat Manager	Y
51-3021.00	Meat Specialist	Y
51-3021.00	Meat Wrapper	N
51-3021.00	Seafood and Service Meat Manager	N
51-3022.00	Breast Trimmer	N
51-3022.00	Deboner	Y
51-3022.00	Meat Cutter	Y
51-3022.00	Trimmer	Y
51-3022.00	Wing Scorer	Y
51-3023.00	Boning Room Worker	Y
51-3023.00	Breast Trimmer	N
51-3023.00	Fetter Bone Buster	N
51-3023.00	Kill Room Operator	N
51-3023.00	Meat Cutter	Y
51-3023.00	Meat Packager	N
51-3023.00	Meat Packer	Y
51-3023.00	Meat Trimmer	Y
51-3023.00	Production Worker	N
51-3023.00	Trimmer	N
51-3091.00	Bakery Utility Person	N
51-3091.00	Bean Roaster	N
51-3091.00	Coffee Roaster	Y
51-3091.00	Dryer Operator	N
51-3091.00	Machine Operator	Y
51-3091.00	Oven Operator	N
51-3091.00	Roaster	Y
51-3091.00	Roaster Operator	Y
51-3091.00	Roasterman	N
51-3091.00	Roastmaster	N
51-3092.00	Batching Operator	N
51-3092.00	Blender	Y
51-3092.00	Brewing Technician	N
51-3092.00	Compounder	N
51-3092.00	Dough Scaler and Mixer	N
51-3092.00	Machine Operator	Y
51-3092.00	Mixer	Y
51-3092.00	Process Operator	Y
51-3092.00	Processing Operator	N
51-3092.00	Syrup Maker	N
51-3093.00	Cook	Y
51-3093.00	Fryer Operator	Y
51-3093.00	Kettle Fry Cook Operator	Y
51-3093.00	Machine Operator	N
51-3093.00	Master Cook	N
51-3093.00	Mogul Operator	N
51-3093.00	Peeler Operator	N
51-3093.00	Processing Operator	N
51-3093.00	Processor	Y
51-3093.00	Retort Operator	N
51-4011.00	Brake Press Operator	N
51-4011.00	Computer Numerical Control Lathe Operator (CNC Lathe Operator)	N
51-4011.00	Computer Numerical Control Machine Operator (CNC Machine Operator)	Y
51-4011.00	Computer Numerical Control Machinist (CNC Machinist)	Y
51-4011.00	Computer Numerical Control Mill Operator (CNC Mill Operator)	N
51-4011.00	Computer Numerical Control Operator (CNC Operator)	Y
51-4011.00	Computer Numerical Control Set-Up and Operator (CNC Set-Up and Operator)	N
51-4011.00	Machine Operator	N
51-4011.00	Machine Set-Up, Operator	N
51-4011.00	Machinist	Y
51-4012.00	CAD CAM Programmer (Computer-Aided Design Computer-Aided Manufacturing Programmer)	N
51-4012.00	Computer Numerical Control Programmer (CNC Programmer)	Y
51-4012.00	Process Engineer	Y
51-4012.00	Programer	Y
51-4012.00	Programmer	Y
51-4012.00	Project Engineer	N
51-4012.00	Software Engineer	N
51-4012.00	Welding Engineer	N
51-4021.00	Equipment Technician	N
51-4021.00	Extruder Operator	Y
51-4021.00	Extrusion Operator	N
51-4021.00	Extrusion Press Operator	Y
51-4021.00	Machine Operator	Y
51-4021.00	Metal Inspector	N
51-4021.00	Operator	Y
51-4021.00	Setup Operator	N
51-4021.00	Wire Mill Operator	N
51-4021.00	Wire Mill Rover	N
51-4022.00	Blacksmith	N
51-4022.00	Cold Header Operator	N
51-4022.00	Forge Operator	Y
51-4022.00	Forge Press Operator	N
51-4022.00	Hammer Operator	Y
51-4022.00	Header Set-Up Operator	Y
51-4022.00	Machine Operator	Y
51-4022.00	Manipulator Operator	N
51-4022.00	Process Technician	N
51-4022.00	Set Up Techncian	N
